ID,ID2,"Item title","Final URL","Image URL","Item subtitle","Item description","Item category",Price,"Sale price"
237,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/sogm/,https://veryberrylab.ru/upload/iblock/120/12035d46edeea6accfea436588907267.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2990.00 RUB",
238,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/som/,https://veryberrylab.ru/upload/iblock/99e/99eb0b18d6025939f4267dc4a5c25a9f.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
239,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/some/,https://veryberrylab.ru/upload/iblock/259/25945f68a454198edae0409c88f1155c.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"3090.00 RUB",
240,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/soe/,https://veryberrylab.ru/upload/iblock/8d7/8d7f48179a59e90b5919c6b3c4aea2c4.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
241,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ss/,https://veryberrylab.ru/upload/iblock/f3d/f3d1d76b0105dff4d0726a16d508ab4d.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2390.00 RUB",
242,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ssg/,https://veryberrylab.ru/upload/iblock/651/6517859b0d316034e4dd61b75212da10.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
243,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ssge/,https://veryberrylab.ru/upload/iblock/25f/25f448a885062c9303ec931b749938f5.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2990.00 RUB",
244,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ssgem/,https://veryberrylab.ru/upload/iblock/c22/c22bb9ee2808e3aedb851fd0182fd3c2.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"3290.00 RUB",
245,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ssgm/,https://veryberrylab.ru/upload/iblock/db7/db767c43bab684eebf66b63256e7142c.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2990.00 RUB",
246,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ssm/,https://veryberrylab.ru/upload/iblock/1cf/1cf0d5c040b2a7b84c834aab8e53e4b5.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
247,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ssme/,https://veryberrylab.ru/upload/iblock/adf/adf9c762e2fb26882995cf22663d7683.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"3090.00 RUB",
248,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/sse/,https://veryberrylab.ru/upload/iblock/abc/abc66212c3bee2480ddc75681a022886.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
249,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/sch/,https://veryberrylab.ru/upload/iblock/43a/43a5a5def468d66ecf6e27a63263aa65.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2390.00 RUB",
250,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/schg/,https://veryberrylab.ru/upload/iblock/844/844986273cc76dd8dafda3e87922fee6.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
251,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/schge/,https://veryberrylab.ru/upload/iblock/b4b/b4ba3f2912bceff6a6581982d23e0120.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2990.00 RUB",
252,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/schgem/,https://veryberrylab.ru/upload/iblock/e2f/e2f1a09f2b5ccf0e373bfbc6472ab9b2.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"3290.00 RUB",
253,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/schgm/,https://veryberrylab.ru/upload/iblock/d94/d949baa7690b19147ed1cfe35749f267.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2990.00 RUB",
254,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/schm/,https://veryberrylab.ru/upload/iblock/c2f/c2f803b5bf1ecd6911236244753d818e.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
255,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/schme/,https://veryberrylab.ru/upload/iblock/992/992e4861f60e60cfd94c89d4df5b03bf.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"3090.00 RUB",
256,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/sche/,https://veryberrylab.ru/upload/iblock/da5/da5a36ff4a7cf0cda0ee2e3994fde973.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"2690.00 RUB",
257,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lb/,https://veryberrylab.ru/upload/iblock/042/042ec4e6b9e84551f09d08510a459052.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"4990.00 RUB",
258,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lbg/,https://veryberrylab.ru/upload/iblock/1fa/1fab7084d462cda0cb3e6938be2cbf27.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5390.00 RUB",
259,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lbge/,https://veryberrylab.ru/upload/iblock/d02/d02ce5b9b6cf4624d95aed416282210c.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
260,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lbgem/,https://veryberrylab.ru/upload/iblock/499/499c2bdf649d4a1a796f2f679808f015.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"6490.00 RUB",
261,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lbgm/,https://veryberrylab.ru/upload/iblock/16c/16c6363e4d220628d1d81e028cf6d5a6.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
262,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lbm/,https://veryberrylab.ru/upload/iblock/d36/d3680af2b1df9b2e0820d2d96b44a50e.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
263,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lbme/,https://veryberrylab.ru/upload/iblock/34e/34e0c2ff3c5531fc833c934d60290d8d.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5990.00 RUB",
264,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lbe/,https://veryberrylab.ru/upload/iblock/7b2/7b243d2a3ca7c810047828018b1f200a.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
265,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lo/,https://veryberrylab.ru/upload/iblock/ac1/ac1d049f6e21d3e05e39e9ae5b762d1c.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"4990.00 RUB",
266,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/log/,https://veryberrylab.ru/upload/iblock/e90/e901c8060bad37f6922ffd7916db492d.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5390.00 RUB",
268,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/loge/,https://veryberrylab.ru/upload/iblock/5ca/5cabc47c39a52967dbcb26d0f12f9ed7.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
269,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/logem/,https://veryberrylab.ru/upload/iblock/188/188f5af82ccc6808ca533975a4836a8b.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"6490.00 RUB",
270,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/logm/,https://veryberrylab.ru/upload/iblock/5f3/5f3a75b23bbd2d503316f3392341e88c.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
271,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lom/,https://veryberrylab.ru/upload/iblock/4bc/4bceb3adb23e0905c7b0e6e8742cda79.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
272,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lome/,https://veryberrylab.ru/upload/iblock/863/863f72e23fc818f87b104601ce558190.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5990.00 RUB",
273,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/loe/,https://veryberrylab.ru/upload/iblock/8f2/8f240823d130f85bbf8dbd87ae8c9f58.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
274,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/ls/,https://veryberrylab.ru/upload/iblock/a5a/a5abb670d118ae86b9d389889805ae6b.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"4990.00 RUB",
275,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lsg/,https://veryberrylab.ru/upload/iblock/c7e/c7ec5a861dc57e101eca1f244c77f87a.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5390.00 RUB",
277,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lsge/,https://veryberrylab.ru/upload/iblock/232/2322570cec5021eb58e841fca484085a.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
279,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lsgem/,https://veryberrylab.ru/upload/iblock/c23/c23c40608a7c0af8c55342a4af59b7a8.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"6490.00 RUB",
280,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lsgm/,https://veryberrylab.ru/upload/iblock/f5c/f5c858fd172cc484c25a0f5fbbd67a3d.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
281,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lsm/,https://veryberrylab.ru/upload/iblock/29b/29be594ab68bbdf942d490d9f1535000.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
282,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lsme/,https://veryberrylab.ru/upload/iblock/03c/03c87a761335504a2313524e648a2087.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5990.00 RUB",
283,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lse/,https://veryberrylab.ru/upload/iblock/ded/ded38b1959bea413c0844a1e637532fb.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
284,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lch/,https://veryberrylab.ru/upload/iblock/8bb/8bb677bdc70f0a092a1ae00b8a6148c3.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"4990.00 RUB",
285,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lchg/,https://veryberrylab.ru/upload/iblock/13c/13c055f6271e855be2d36d29aeeaba97.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5390.00 RUB",
286,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lchge/,https://veryberrylab.ru/upload/iblock/587/5870ba436fb4552ed614f25b0164804b.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
287,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lchgem/,https://veryberrylab.ru/upload/iblock/feb/febe00c1484298fb4c4cb638ae2becfb.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"6490.00 RUB",
288,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lchgm/,https://veryberrylab.ru/upload/iblock/ef5/ef594c7e6615ed558f28b0611a5ed0b2.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5890.00 RUB",
289,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lchm/,https://veryberrylab.ru/upload/iblock/b2f/b2fd3690bf44a53e71fd5f416635da86.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
290,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lchme/,https://veryberrylab.ru/upload/iblock/66e/66ea10c37beacafd992ec09df52c9ad2.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5990.00 RUB",
291,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/lche/,https://veryberrylab.ru/upload/iblock/bac/bacb75b2c15fb2b916dca6198e6c2a25.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"5490.00 RUB",
293,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khl/,https://veryberrylab.ru/upload/iblock/743/7431c218c15e5747a466482b4ef1d5a3.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8290.00 RUB",
295,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlog/,https://veryberrylab.ru/upload/iblock/299/299c5b7b70883e7acef48ed7906de9a8.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"7990.00 RUB",
296,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khloge/,https://veryberrylab.ru/upload/iblock/3f7/3f7be191f5446ce798adebf3c8bed849.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8580.00 RUB",
297,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlogem/,https://veryberrylab.ru/upload/iblock/23e/23ea18d30f6519e687a4d1e4cf016aa8.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"9170.00 RUB",
298,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlogm/,https://veryberrylab.ru/upload/iblock/82c/82c0061dccaacaa13af37f713e44424c.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8580.00 RUB",
299,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlom/,https://veryberrylab.ru/upload/iblock/9d6/9d62d738cedd65813a5aa0542c662d03.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8890.00 RUB",
300,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlome/,https://veryberrylab.ru/upload/iblock/72c/72c6e694f2fe01860a6a271b87095bf5.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"9490.00 RUB",
301,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khloe/,https://veryberrylab.ru/upload/iblock/8c6/8c6bb7dea901900fe550e19d8b671246.jpg,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8890.00 RUB",
302,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khls/,https://veryberrylab.ru/upload/iblock/9c8/9c8b85bc51e5752c78bb254d2731c475.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8290.00 RUB",
303,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlsg/,https://veryberrylab.ru/upload/iblock/bcf/bcfe258943e6f29c1a0049ba9ab8158a.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"7990.00 RUB",
304,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlsge/,https://veryberrylab.ru/upload/iblock/776/776adcdfc02e93f3e6d4b0361c09b4d2.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8580.00 RUB",
305,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlsgem/,https://veryberrylab.ru/upload/iblock/d39/d39ef04ca737eb57793a691dba1496a5.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"9170.00 RUB",
306,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlsgm/,https://veryberrylab.ru/upload/iblock/f88/f882969be1c92cefbd318328ae68725a.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8580.00 RUB",
307,,"Букеты из клубники Молочная классика",https://veryberrylab.ru/product/khlsm/,https://veryberrylab.ru/upload/iblock/858/858b1cae42c5a1299e1978184345fcf4.JPG,,"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.",2,"8890.00 RUB",
