id;title;description;availability;condition;price;link;image_link;brand
2033;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6490.00;https://veryberrylab.ru/product/WradGE/;https://veryberrylab.ru/upload/iblock/1a1/1a15935a4ec58fc5e98c06bf0996acbc.JPG;"Very Berry Lab"
2034;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6990.00;https://veryberrylab.ru/product/WradGEM/;https://veryberrylab.ru/upload/iblock/36a/36a531d201b4d2506ef23fb9cfef7caf.JPG;"Very Berry Lab"
2035;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6490.00;https://veryberrylab.ru/product/WradGM/;https://veryberrylab.ru/upload/iblock/def/def064442b54d581f767b0fb21107af6.JPG;"Very Berry Lab"
2036;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5990.00;https://veryberrylab.ru/product/WradM/;https://veryberrylab.ru/upload/iblock/e73/e739c9ce5cbc69788bf53e6d49ba1c5a.JPG;"Very Berry Lab"
2037;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6590.00;https://veryberrylab.ru/product/WradME/;https://veryberrylab.ru/upload/iblock/1f0/1f0a6a66ca0beb02fe94f6b12216d3fb.JPG;"Very Berry Lab"
2038;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5990.00;https://veryberrylab.ru/product/WradE/;https://veryberrylab.ru/upload/iblock/f41/f4183b7f9ca82918c742bc8cd188bb35.JPG;"Very Berry Lab"
2039;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5490.00;https://veryberrylab.ru/product/Brad/;https://veryberrylab.ru/upload/iblock/e5f/e5f64587be4f23c5660038fcf1ebfb00.JPG;"Very Berry Lab"
2040;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5890.00;https://veryberrylab.ru/product/BradG/;https://veryberrylab.ru/upload/iblock/6d3/6d3788232e0513ccc658c8a7d03ddf4f.JPG;"Very Berry Lab"
2041;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6490.00;https://veryberrylab.ru/product/BradGE/;https://veryberrylab.ru/upload/iblock/520/520684bca409a098698a11684114310a.JPG;"Very Berry Lab"
2042;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6990.00;https://veryberrylab.ru/product/BradGEM/;https://veryberrylab.ru/upload/iblock/496/4968abd2086b5c62c086e1c4d94c0b7c.JPG;"Very Berry Lab"
2043;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6490.00;https://veryberrylab.ru/product/BradGM/;https://veryberrylab.ru/upload/iblock/f0a/f0ad6789fcbace587319b3d2d5557b58.JPG;"Very Berry Lab"
2044;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5990.00;https://veryberrylab.ru/product/BradM/;https://veryberrylab.ru/upload/iblock/da0/da0f7c53901c47fdecb303769730272e.JPG;"Very Berry Lab"
2045;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6590.00;https://veryberrylab.ru/product/BradME/;https://veryberrylab.ru/upload/iblock/3de/3de034bd9b59c88d80a808eadd1f426d.JPG;"Very Berry Lab"
2046;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5990.00;https://veryberrylab.ru/product/BradE/;https://veryberrylab.ru/upload/iblock/ed2/ed2902430fc220d34fcbd4857b24f766.JPG;"Very Berry Lab"
2047;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5490.00;https://veryberrylab.ru/product/Srad/;https://veryberrylab.ru/upload/iblock/36c/36c5840802ee719f09a875f839733c8d.JPG;"Very Berry Lab"
2048;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5890.00;https://veryberrylab.ru/product/SradG/;https://veryberrylab.ru/upload/iblock/928/928d5929603f9046e6440168179fce7f.JPG;"Very Berry Lab"
2049;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6490.00;https://veryberrylab.ru/product/SradGE/;https://veryberrylab.ru/upload/iblock/d8a/d8adad75eba2c044c83e3d180a958b81.JPG;"Very Berry Lab"
2050;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6990.00;https://veryberrylab.ru/product/SradGEM/;https://veryberrylab.ru/upload/iblock/2cb/2cbc4af039fbf2d6271ae22f788fa2e4.JPG;"Very Berry Lab"
2051;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6490.00;https://veryberrylab.ru/product/SradGM/;https://veryberrylab.ru/upload/iblock/ae3/ae3b9cb61ec8b35dab285be687888f77.JPG;"Very Berry Lab"
2052;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5990.00;https://veryberrylab.ru/product/SradM/;https://veryberrylab.ru/upload/iblock/8c2/8c243684701d4d31fd986649e6e04e26.JPG;"Very Berry Lab"
2053;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;6590.00;https://veryberrylab.ru/product/SradME/;https://veryberrylab.ru/upload/iblock/311/3111aafe1588dee148ac074d4d521ace.JPG;"Very Berry Lab"
2054;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;5990.00;https://veryberrylab.ru/product/SradE/;https://veryberrylab.ru/upload/iblock/8cf/8cf7012a86096284969437b1a142d3c2.JPG;"Very Berry Lab"
2056;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7690.00;https://veryberrylab.ru/product/Braduz/;https://veryberrylab.ru/upload/iblock/e5e/e5e08eb20b90d56031423f01a9cef30d.JPG;"Very Berry Lab"
2057;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7490.00;https://veryberrylab.ru/product/BraduzG/;https://veryberrylab.ru/upload/iblock/43d/43da37b848416c529eb492b1503786a3.JPG;"Very Berry Lab"
2058;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/BraduzGE/;https://veryberrylab.ru/upload/iblock/7f8/7f82dc8f4f0dee87d208268e1f72b3c3.JPG;"Very Berry Lab"
2059;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8670.00;https://veryberrylab.ru/product/BraduzGEM/;https://veryberrylab.ru/upload/iblock/8d5/8d55a6910665f3d763c9eefabbbb977d.JPG;"Very Berry Lab"
2060;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/BraduzGM/;https://veryberrylab.ru/upload/iblock/13d/13d5bdf7333fc025562a3ed0911e0304.JPG;"Very Berry Lab"
2061;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/BraduzM/;https://veryberrylab.ru/upload/iblock/b91/b91612323009bfc865389d24657d0d4b.JPG;"Very Berry Lab"
2062;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8990.00;https://veryberrylab.ru/product/BraduzME/;https://veryberrylab.ru/upload/iblock/bf3/bf3917d16978a81a07f6dd3e4589288a.JPG;"Very Berry Lab"
2063;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/BraduzE/;https://veryberrylab.ru/upload/iblock/7c0/7c05400e87e45d84506e700776fc027a.JPG;"Very Berry Lab"
2064;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7690.00;https://veryberrylab.ru/product/Wraduz/;https://veryberrylab.ru/upload/iblock/b08/b08011fd4e20e42653c9f9a8fedcadb7.JPG;"Very Berry Lab"
2065;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7490.00;https://veryberrylab.ru/product/WraduzG/;https://veryberrylab.ru/upload/iblock/1ce/1cea1f28022b69786d6ac06c8e26df48.JPG;"Very Berry Lab"
2066;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/WraduzGE/;https://veryberrylab.ru/upload/iblock/c44/c4469cdca4bc9e8fc1f83a8b6089ada9.JPG;"Very Berry Lab"
2067;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8670.00;https://veryberrylab.ru/product/WraduzGEM/;https://veryberrylab.ru/upload/iblock/2d1/2d1a2b43dbf5bb056d8c497c0cbcd85a.JPG;"Very Berry Lab"
2068;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/WraduzGM/;https://veryberrylab.ru/upload/iblock/9db/9db5d36dc464aa32d2e96c33f5bf85df.JPG;"Very Berry Lab"
2069;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/WraduzM/;https://veryberrylab.ru/upload/iblock/eda/edaa3b25e1eddceddcf6afd6d3e3c765.JPG;"Very Berry Lab"
2070;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8990.00;https://veryberrylab.ru/product/WraduzME/;https://veryberrylab.ru/upload/iblock/8fb/8fbe6275ddc94d628630d5b4c4f9c8b6.JPG;"Very Berry Lab"
2071;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/WraduzE/;https://veryberrylab.ru/upload/iblock/f07/f074258dca16a6361d847aa21c1b06d3.JPG;"Very Berry Lab"
2072;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7690.00;https://veryberrylab.ru/product/Sraduz/;https://veryberrylab.ru/upload/iblock/38b/38b14af7fd0545582430e2d145422d62.JPG;"Very Berry Lab"
2073;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7490.00;https://veryberrylab.ru/product/SraduzG/;https://veryberrylab.ru/upload/iblock/b52/b5283cf6b2ec47539468238a763002a7.JPG;"Very Berry Lab"
2074;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/SraduzGE/;https://veryberrylab.ru/upload/iblock/2fc/2fcefa14fe928c01a0e7f449dd503c93.JPG;"Very Berry Lab"
2075;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8670.00;https://veryberrylab.ru/product/SraduzGEM/;https://veryberrylab.ru/upload/iblock/4e6/4e6f1e32bcd087bb0217fd2b72808dea.JPG;"Very Berry Lab"
2076;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/SraduzGM/;https://veryberrylab.ru/upload/iblock/a33/a334b535d9010b323ec2a815490ac047.JPG;"Very Berry Lab"
2077;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/SraduzM/;https://veryberrylab.ru/upload/iblock/ce1/ce180d743245dbf29872fe7f84b6227d.JPG;"Very Berry Lab"
2078;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8990.00;https://veryberrylab.ru/product/SraduzME/;https://veryberrylab.ru/upload/iblock/1e7/1e71baac3da2cb82775c6ec266533a14.JPG;"Very Berry Lab"
2079;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/SraduzE/;https://veryberrylab.ru/upload/iblock/8ac/8acebb0027bbeb2a80fd73cf5af67e4b.JPG;"Very Berry Lab"
2080;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7690.00;https://veryberrylab.ru/product/Oraduz/;https://veryberrylab.ru/upload/iblock/a54/a5478f622fe9300b0d8e94a99ec4ee63.JPG;"Very Berry Lab"
2081;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;7490.00;https://veryberrylab.ru/product/OraduzG/;https://veryberrylab.ru/upload/iblock/56b/56b31d4a4398f4345559f5626eac8866.JPG;"Very Berry Lab"
2082;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/OraduzGE/;https://veryberrylab.ru/upload/iblock/216/2169de284b8e5a676075105f757ea2e9.JPG;"Very Berry Lab"
2083;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8670.00;https://veryberrylab.ru/product/OraduzGEM/;https://veryberrylab.ru/upload/iblock/e1f/e1faf5cb0adeb5412f4deffbefe107cc.JPG;"Very Berry Lab"
2084;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8080.00;https://veryberrylab.ru/product/OraduzGM/;https://veryberrylab.ru/upload/iblock/150/1508645c6a85175dde08d195674c82e3.JPG;"Very Berry Lab"
2085;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/OraduzM/;https://veryberrylab.ru/upload/iblock/398/398705866563cdb159540673d70c87fe.JPG;"Very Berry Lab"
2086;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8990.00;https://veryberrylab.ru/product/OraduzME/;https://veryberrylab.ru/upload/iblock/246/246d97138f303b747f798cb09aaf7774.JPG;"Very Berry Lab"
2087;"Букеты из клубники Радужные сердца";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;8290.00;https://veryberrylab.ru/product/OraduzE/;https://veryberrylab.ru/upload/iblock/676/676216c7e05bf0b6d15e987976e1db51.JPG;"Very Berry Lab"
223;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2390.00;https://veryberrylab.ru/product/bs/;https://veryberrylab.ru/upload/iblock/86f/86f74d024f6a4a2590e8bf8d948d92b5.JPG;"Very Berry Lab"
224;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2690.00;https://veryberrylab.ru/product/sbg/;https://veryberrylab.ru/upload/iblock/4c1/4c177c4dcf67998ca9e8e08a151a3cc1.JPG;"Very Berry Lab"
225;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2990.00;https://veryberrylab.ru/product/sbge/;https://veryberrylab.ru/upload/iblock/b44/b44d22ad0a465d7e72abc2b4c6af89eb.JPG;"Very Berry Lab"
226;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;3290.00;https://veryberrylab.ru/product/sbgem/;https://veryberrylab.ru/upload/iblock/f29/f29e087a6099afc850b8dd3097151ddd.JPG;"Very Berry Lab"
227;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2990.00;https://veryberrylab.ru/product/sbgm/;https://veryberrylab.ru/upload/iblock/257/257930f10a546ff04466de833be4c417.JPG;"Very Berry Lab"
228;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2690.00;https://veryberrylab.ru/product/sbm/;https://veryberrylab.ru/upload/iblock/890/890f77b37075083c3f43e58cebcdc57c.JPG;"Very Berry Lab"
229;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;3090.00;https://veryberrylab.ru/product/sbme/;https://veryberrylab.ru/upload/iblock/65e/65e64ce17606ac3cdf9c03ab897f986f.JPG;"Very Berry Lab"
230;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2690.00;https://veryberrylab.ru/product/sbe/;https://veryberrylab.ru/upload/iblock/76a/76ae302ea8fbfa90bb44ffd5875807a9.JPG;"Very Berry Lab"
231;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2390.00;https://veryberrylab.ru/product/so/;https://veryberrylab.ru/upload/iblock/a40/a40160da7bb7d2fbde1f3ab26459f9f2.JPG;"Very Berry Lab"
233;"Букеты из клубники Молочная классика";"- Прямые поставки свежей клубники, каждое утро, которая бережно отбирается и моется нашими флористами. - Никаких мелких и кривых ягод! - Мы делаем максимально качественные букеты, поэтому вы можете не переживать, что букет не будет соответствовать фотографии.";"in stock";new;2690.00;https://veryberrylab.ru/product/so-u/;https://veryberrylab.ru/upload/iblock/621/62112a23c6b7d2978c87dab3cd4cd572.JPG;"Very Berry Lab"
